run_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	library_layout	library_source	read_count	base_count	first_public	last_updated	study_title	run_alias	fastq_bytes	fastq_md5	fastq_ftp	sra_bytes	sra_md5	sra_ftp	sample_alias	sample_title
SRR8615783	SAMN10988123	SRS4395102	SRX5414617	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	98781505	19953864010	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G28841.Hs_675.T.3.bam	5514663261;5650625264	d84d2dfe16ef6d723731dd3f86612347;a715cf6c0c3452fc11c2c4830038d5f7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615783/SRR8615783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615783/SRR8615783_2.fastq.gz	9757126379	6da6051f5aaac47d02d20fde3269af58	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/003/SRR8615783	HS675T_FIBROBLAST	HS675T_FIBROBLAST
SRR8615100	SAMN10988459	SRS4395220	SRX5414140	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	GENOMIC	24425	7327500	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	JL-1.bam	2106757;2082463	b5a42f83a6f63d4a8a5082c4cdc4dbcf;d1bd05704906656fe7e5d78fcbd47bc7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615100/SRR8615100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615100/SRR8615100_2.fastq.gz	4562000	501e449e4d8734264c2a3a48f0da3c14	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/000/SRR8615100	JL1_PLEURA	JL1_PLEURA
SRR8633473	SAMN10988531	SRS4395175	SRX5431945	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	54236695	1572864155	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NB-1.bam	1160912279	c5efca5a1cf89fb35eeaec3a5d0ca2a7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/003/SRR8633473/SRR8633473.fastq.gz	901125379	b99bf5bb5d8df0f290d8f3b7c0e4e704	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/003/SRR8633473	NB1_AUTONOMIC_GANGLIA	NB1_AUTONOMIC_GANGLIA
SRR8615110	SAMN10988321	SRS4395210	SRX5414130	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	GENOMIC	242030	72609000	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NCI-H1781.bam	13325193;18454033	0a71e3255f627e6f607e00d90585d10c;c45d423f708f4c264e37b97794de2619	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615110/SRR8615110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615110/SRR8615110_2.fastq.gz	31589268	6b9f8efc0916838cbff66f5f07c53caf	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/000/SRR8615110	NCIH1781_LUNG	NCIH1781_LUNG
SRR8615791	SAMN10987649	SRS4395617	SRX5414609	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	80713289	16304084378	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G28899.Hs_739.T.3.bam	4533917812;4648621346	3bf22eaf13b441530350c47cd83c186a;ad136400be576770afe73a736d464af8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615791/SRR8615791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615791/SRR8615791_2.fastq.gz	7998733373	3d6a8bc226b5575025aec326ca7c33ba	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/001/SRR8615791	HS739T_FIBROBLAST	HS739T_FIBROBLAST
SRR8633474	SAMN10988039	SRS4395448	SRX5431944	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	54029152	1566845408	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NAMALWA.bam	1071634419	cfe365ce769ccda4525dc16de5e3d12a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/004/SRR8633474/SRR8633474.fastq.gz	823381750	3bc997fa3827e4ceb6e47e4b806b9da2	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/004/SRR8633474	NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SRR8615111	SAMN10988538	SRS4395209	SRX5414129	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	GENOMIC	164881	49464300	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NCI-H1944.bam	8566988;12757149	c5c175082bb7a4c781630908dc3bc839;92cbfc4a0be1e56e90975d602877959e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615111/SRR8615111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615111/SRR8615111_2.fastq.gz	21795578	4a14ced7526e236b1f1edf864d20f993	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/001/SRR8615111	NCIH1944_LUNG	NCIH1944_LUNG
SRR8633485	SAMN10987855	SRS4395935	SRX5431933	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	37714534	1093721486	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	HSC-3.bam	773520037	264e5e31e8225ab5f79be0222b952d4f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/005/SRR8633485/SRR8633485.fastq.gz	595085419	a7b7a194b68f4bbc1e1acd0192c2a29b	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/005/SRR8633485	HSC3_UPPER_AERODIGESTIVE_TRACT	HSC3_UPPER_AERODIGESTIVE_TRACT
SRR8615113	SAMN10988117	SRS4395207	SRX5414127	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	GENOMIC	96738	29021400	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NCI-H2023.bam	4504562;7314815	9b6f600b5f399d3e21fdde95fbc3873c;aaec66604f1f471b0d9a01c8ed7bec5c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615113/SRR8615113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615113/SRR8615113_2.fastq.gz	12012821	111a38a66ef80b86591a0079b159d90a	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/003/SRR8615113	NCIH2023_LUNG	NCIH2023_LUNG
SRR8615801	SAMN10988505	SRS4395610	SRX5414599	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	110210744	22262570288	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G27521.RI-1.2.bam	6873453356;6964210164	b62a2b67290cd3a639c95467bde96659;91ebd6e0dcfd4aa5f331a18527b2599a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615801/SRR8615801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615801/SRR8615801_2.fastq.gz	11975563806	e47032a9975357827db7dfcd22e301dd	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/001/SRR8615801	RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SRR8633487	SAMN10988126	SRS4395930	SRX5431931	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	76300594	2212717226	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	HT-144.bam	1829313065	9e271b61f2479bbbf1907d94b32a4259	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8633487/SRR8633487.fastq.gz	1406588567	abb2cfc6d8b2ff94b27d836cf07bab33	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/007/SRR8633487	HT144_SKIN	HT144_SKIN
SRR8615129	SAMN10988542	SRS4395191	SRX5414111	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	GENOMIC	118779	35633700	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	COLO-320.bam	7640024;9363534	170fd03d0f065ba0768155704555d2ae;a2e09b84a6f3e5e6e070af040536df3d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615129/SRR8615129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615129/SRR8615129_2.fastq.gz	17372522	cc4a938379105652880d5d674ada0564	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/009/SRR8615129	COLO320_LARGE_INTESTINE	COLO320_LARGE_INTESTINE
SRR8615802	SAMN10987636	SRS4395212	SRX5414598	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	110766454	22374823708	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G28558.NCI-H2087.1.bam	6822780876;6912810137	e6729876a661c5ae7aa3cfb05df61011;cea8a153dca9b6a6a73c6a4bbb7af153	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615802/SRR8615802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615802/SRR8615802_2.fastq.gz	11796904824	09270f6fc359315e557cc75485bd9645	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/002/SRR8615802	NCIH2087_LUNG	NCIH2087_LUNG
SRR8615812	SAMN10987684	SRS4395602	SRX5414588	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	83474337	16861816074	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G41738.T-47D.5.bam	4973746371;4931552114	aedde333dd00d1ecdfba013de0ffe541;e254683b60c0e4e8d0021a93ab130772	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615812/SRR8615812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615812/SRR8615812_2.fastq.gz	8493210249	3ffec30e0b40634d7d7555f5876ade6e	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/002/SRR8615812	T47D_BREAST	T47D_BREAST
SRR8615140	SAMN10987872	SRS4395180	SRX5414100	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	GENOMIC	180020	54006000	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	MOR_CPR.bam	9763200;13652671	4b69fbc0957e632a329ed55ade5d183a;283daa6ed689edb11aef17836fea196e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615140/SRR8615140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615140/SRR8615140_2.fastq.gz	23215329	c6b6af1f174a4a75677eb23560df9d0d	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/000/SRR8615140	MORCPR_LUNG	MORCPR_LUNG
SRR8633488	SAMN10988225	SRS4395931	SRX5431930	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	76083104	2206410016	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	HT-1376.bam	1445901385	41cf7a1c89430e28cdc943a7e145b041	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8633488/SRR8633488.fastq.gz	1094428616	3add663ea4691cbace91559a48e5af37	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/008/SRR8633488	HT1376_URINARY_TRACT	HT1376_URINARY_TRACT
SRR8615813	SAMN10988248	SRS4395601	SRX5414587	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	72429424	14630743648	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G41673.NCI-H2122.5.bam	4248127674;4220646586	841a33692f072b93382098e0f8707cd5;96b1943ef9e3b49f76303cf0dfe6c0df	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615813/SRR8615813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615813/SRR8615813_2.fastq.gz	7322870210	21a42ad0ea0843e877fc1c55c6b2e8b4	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/003/SRR8615813	NCIH2122_LUNG	NCIH2122_LUNG
SRR8615144	SAMN10988531	SRS4395175	SRX5414096	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	GENOMIC	185367	55610100	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NB-1.bam	9447644;14334305	c2889c08382a99e83e3d5408a27cac91;d30e46ccb57ac9c3d4c51f1de5237990	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615144/SRR8615144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615144/SRR8615144_2.fastq.gz	24303799	83cc4dec64904d187f91bebe4d5680ab	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/004/SRR8615144	NB1_AUTONOMIC_GANGLIA	NB1_AUTONOMIC_GANGLIA
SRR8633490	SAMN10987744	SRS4395933	SRX5431928	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	45815448	1328647992	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	HT115.bam	1014541013	2de6dfbc2fa3de99ac454a3124845228	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/000/SRR8633490/SRR8633490.fastq.gz	781564922	a72ef52d5d3640a778ce34829b0d89ba	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/000/SRR8633490	HT115_LARGE_INTESTINE	HT115_LARGE_INTESTINE
SRR8615814	SAMN10988437	SRS4395127	SRX5414586	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	114114346	23051097892	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G28566.NCI-H2126.1.bam	7065219606;7158424153	c12783f5cef0019969e90d9dc58c2c8e;3c96b7a73a81bdd104ddba28ff7a7eef	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615814/SRR8615814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615814/SRR8615814_2.fastq.gz	12189467396	962aa3c89464299fd94d9bf4b91260cd	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/004/SRR8615814	NCIH2126_LUNG	NCIH2126_LUNG
SRR8615156	SAMN10988238	SRS4395164	SRX5414084	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	GENOMIC	183945	55183500	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	RERF-LC-Sq1.bam	8845340;13936078	2a0879f4ef64dbdb9258cd5005b8081d;a6589e8cbd584d13f62e179080e7dd9d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615156/SRR8615156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615156/SRR8615156_2.fastq.gz	23238674	8c113b65ad18bfd18a594b230b82cb41	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/006/SRR8615156	RERFLCSQ1_LUNG	RERFLCSQ1_LUNG
SRR8633491	SAMN10987753	SRS4395196	SRX5431927	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	64199099	1861773871	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	SNU-C5.bam	1353676840	5136fbcac38e3dc6e3a10b4803a60fb4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8633491/SRR8633491.fastq.gz	1048721609	5994397048324fb9371601492415cca3	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/001/SRR8633491	SNUC5_LARGE_INTESTINE	SNUC5_LARGE_INTESTINE
SRR8615816	SAMN10988527	SRS4395600	SRX5414584	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	122814400	24808508800	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G27310.HCC1428.1.bam	8206968352;8056294345	88e434414cd45d46a2580ab92e25d151;398c07498a5a0de2d9ef5b091039b3ed	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615816/SRR8615816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615816/SRR8615816_2.fastq.gz	13913689908	bdebeb9ef96495e37da0ff04b05575f7	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/006/SRR8615816	HCC1428_BREAST	HCC1428_BREAST
SRR8615165	SAMN10987696	SRS4395155	SRX5414075	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	GENOMIC	162224	48667200	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	LS123.bam	7826684;12362778	eb8117a666740b642ded58cac093e873;0134408a2d2c12d9c063079006c5fd98	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615165/SRR8615165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615165/SRR8615165_2.fastq.gz	20552347	2bf532c980be2d5d9d87302fe6bc9196	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/005/SRR8615165	LS123_LARGE_INTESTINE	LS123_LARGE_INTESTINE
SRR8633495	SAMN10988271	SRS4395275	SRX5431923	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	59537015	1726573435	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NCI-H647.bam	1304384603	5d273f40ee00e9c4d7861ffce2138c25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/005/SRR8633495/SRR8633495.fastq.gz	1122849150	44ccf8924f84b85489901278ecf68e77	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/005/SRR8633495	NCIH647_LUNG	NCIH647_LUNG
SRR8615817	SAMN10987946	SRS4395599	SRX5414583	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	94961453	19182213506	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G26234.HCC1187.2.bam	5953897554;5916576525	9a36f040b2d52a4e891edcf37ad4ade9;ce4a0f5d31542c38c9a459aed85c7990	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615817/SRR8615817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615817/SRR8615817_2.fastq.gz	10225127659	fa4a63505a58e2da0ec92727c8f9d1ce	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/007/SRR8615817	HCC1187_BREAST	HCC1187_BREAST
SRR8615179	SAMN10987965	SRS4395141	SRX5414061	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	GENOMIC	233208	69962400	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	SNU-1066.bam	11036275;17688836	af08d9e187858997dbdeeac146ebc103;ce1f70193592352ffe99e3a977fb429e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615179/SRR8615179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615179/SRR8615179_2.fastq.gz	29213775	ee8a6a54e3b966f87265b27200fa7916	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/009/SRR8615179	SNU1066_UPPER_AERODIGESTIVE_TRACT	SNU1066_UPPER_AERODIGESTIVE_TRACT
SRR8633497	SAMN10987662	SRS4395605	SRX5431921	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	58418537	1694137573	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NCI-H508.bam	1279605788	f5abac6e55d01e8318e0d9db0c753b7e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8633497/SRR8633497.fastq.gz	1012127184	5987e575eb0de295015a6a0f682cdebc	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/007/SRR8633497	NCIH508_LARGE_INTESTINE	NCIH508_LARGE_INTESTINE
SRR8615818	SAMN10987756	SRS4395139	SRX5414582	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	111997579	22623510958	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G27340.HCC-1171.1.bam	7513073512;7363165316	9bbd06956fa8d9d4281e45b66c896200;4c033b7d7b6203a0b78f259c0becee1d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615818/SRR8615818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615818/SRR8615818_2.fastq.gz	12675646546	d2cbb53798a81f543d279f23579e986c	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/008/SRR8615818	HCC1171_LUNG	HCC1171_LUNG
SRR8615185	SAMN10987742	SRS4395135	SRX5414055	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	GENOMIC	165514	49654200	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	HCC-1588.bam	8230126;12579386	2f0501350af6cc7c44b09aab5b4c0ba4;7707b979ec3640a9b1bc8d954d51c790	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615185/SRR8615185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615185/SRR8615185_2.fastq.gz	21241051	bb41ca027760d92a0b596fb845e8a1c9	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/005/SRR8615185	HCC1588_LUNG	HCC1588_LUNG
SRR8633501	SAMN10988550	SRS4395368	SRX5431917	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	55485697	1609085213	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NOMO-1.bam	1219025762	266b74ddf307f4a3c1be3739d94f5daf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8633501/SRR8633501.fastq.gz	959321177	2744cb308f0afffa552f8e61b5f83f64	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/001/SRR8633501	NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SRR8615819	SAMN10987917	SRS4395598	SRX5414581	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	81734638	16510396876	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G20479.HCC1143.2.bam	4579956798;5047316368	bed93bd57e1a2b3466315f241a23ce04;48231bd276e82a3070879fd3b1a14437	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615819/SRR8615819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615819/SRR8615819_2.fastq.gz	8266103777	43d857845ab42f9d9a4753580cb797fd	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/009/SRR8615819	HCC1143_BREAST	HCC1143_BREAST
SRR8615219	SAMN10988014	SRS4395101	SRX5414021	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	GENOMIC	40185	12055500	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	HT55.bam	2794472;3288117	68bc00be1b700577bb9ad8cfe2efc952;7277977e61c8afa6f030e18ad637eddc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615219/SRR8615219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615219/SRR8615219_2.fastq.gz	6629024	c696a241cfed36f345e1644042c175bc	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/009/SRR8615219	HT55_LARGE_INTESTINE	HT55_LARGE_INTESTINE
SRR8633504	SAMN10987623	SRS4395364	SRX5431914	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	85753058	2486838682	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NH-6.bam	1776516738	0fb1772cc0201a947012d7f13e10a0b3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/004/SRR8633504/SRR8633504.fastq.gz	1507571950	79f16713a361efa9a22f1fac5603967a	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/004/SRR8633504	NH6_AUTONOMIC_GANGLIA	NH6_AUTONOMIC_GANGLIA
SRR8615820	SAMN10987873	SRS4395597	SRX5414580	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	68467069	13830347938	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G20494.HARA.2.bam	3845255614;4241834114	852be0078f8c860623abb2efbabebe9c;f01224e59702a6e09f38b9a98275be4f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615820/SRR8615820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615820/SRR8615820_2.fastq.gz	6980188611	7d01776688ed643203b5e248c6df0b57	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/000/SRR8615820	HARA_LUNG	HARA_LUNG
SRR8615229	SAMN10988391	SRS4395549	SRX5414524	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	85337569	17238188938	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G41782.OELE.bam	5448864554;5370045884	071948e4752bfa47f19d07a0995238c3;9991cd432d4e2747b52874b6c4dc781a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615229/SRR8615229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615229/SRR8615229_2.fastq.gz	9208712518	2d3a5ce17182cb580e3725dda6544efb	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/009/SRR8615229	OELE_OVARY	OELE_OVARY
SRR8633507	SAMN10988115	SRS4395325	SRX5431911	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	85125712	2468645648	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NCI-H929.bam	2040333952	365957bdcad633a43a8ac00fd24d9399	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8633507/SRR8633507.fastq.gz	1572545415	1bda9d3c4712c8ab3d00c35c2709815a	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/007/SRR8633507	NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SRR8615265	SAMN10988048	SRS4395516	SRX5414488	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	128762760	26010077520	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G27381.CAL-33.1.bam	8596944491;8434007640	bfbe3a999e78975fa4584ad3f5da2990;76371dc67d0bd76cd832a2958bf19f77	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615265/SRR8615265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615265/SRR8615265_2.fastq.gz	14626634135	1386b584072a15f15fc6f71543918b96	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/005/SRR8615265	CAL33_UPPER_AERODIGESTIVE_TRACT	CAL33_UPPER_AERODIGESTIVE_TRACT
